match_id,map_name,map_order,score,winner,duration,picked_by,tournament_name
511576,Bind,1,5 - 13,FNATIC,41:24,FNATIC,VCT 2025 EMEA Stage 2_csvs
511576,Lotus,2,10 - 13,FNATIC,48:13,Apeks,VCT 2025 EMEA Stage 2_csvs
511577,Ascent,1,7 - 13,Team Heretics,51:35,GIANTX,VCT 2025 EMEA Stage 2_csvs
511577,Haven,2,3 - 13,Team Heretics,35:14,Team Heretics,VCT 2025 EMEA Stage 2_csvs
511579,Corrode,1,4 - 13,Team Vitality,35:04,Gentle Mates,VCT 2025 EMEA Stage 2_csvs
511579,Lotus,2,13 - 9,Gentle Mates,47:26,Team Vitality,VCT 2025 EMEA Stage 2_csvs
511579,Ascent,3,10 - 13,Team Vitality,47:56,Decider,VCT 2025 EMEA Stage 2_csvs
511580,Sunset,1,11 - 13,BBL Esports,55:48,BBL Esports,VCT 2025 EMEA Stage 2_csvs
511580,Ascent,2,9 - 13,BBL Esports,48:06,FUT Esports,VCT 2025 EMEA Stage 2_csvs
511581,Lotus,1,14 - 12,Team Liquid,56:21,Team Liquid,VCT 2025 EMEA Stage 2_csvs
511581,Bind,2,13 - 15,Karmine Corp,1:09:47,Karmine Corp,VCT 2025 EMEA Stage 2_csvs
511581,Sunset,3,12 - 14,Karmine Corp,1:01:49,Decider,VCT 2025 EMEA Stage 2_csvs
530924,Corrode,1,13 - 7,FNATIC,44:28,FNATIC,VCT 2025 EMEA Stage 2_csvs
530924,Ascent,2,7 - 13,BBL Esports,44:02,BBL Esports,VCT 2025 EMEA Stage 2_csvs
530924,Haven,3,9 - 13,BBL Esports,55:16,Decider,VCT 2025 EMEA Stage 2_csvs
530925,Bind,1,5 - 13,Natus Vincere,38:30,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
530925,Haven,2,13 - 8,GIANTX,43:41,GIANTX,VCT 2025 EMEA Stage 2_csvs
530925,Ascent,3,13 - 6,GIANTX,39:54,Decider,VCT 2025 EMEA Stage 2_csvs
530928,Icebox,1,6 - 13,BBL Esports,45:20,BBL Esports,VCT 2025 EMEA Stage 2_csvs
530928,Ascent,2,11 - 13,BBL Esports,50:46,Team Heretics,VCT 2025 EMEA Stage 2_csvs
530929,Sunset,1,13 - 4,Team Liquid,30:22,GIANTX,VCT 2025 EMEA Stage 2_csvs
530929,Corrode,2,11 - 13,GIANTX,52:49,Team Liquid,VCT 2025 EMEA Stage 2_csvs
530929,Ascent,3,14 - 12,Team Liquid,54:05,Decider,VCT 2025 EMEA Stage 2_csvs
530926,Haven,1,12 - 14,Karmine Corp,1:04:18,Karmine Corp,VCT 2025 EMEA Stage 2_csvs
530926,Corrode,2,14 - 12,FNATIC,1:00:01,FNATIC,VCT 2025 EMEA Stage 2_csvs
530926,Bind,3,13 - 8,FNATIC,53:18,Decider,VCT 2025 EMEA Stage 2_csvs
530927,Haven,1,13 - 7,Natus Vincere,52:20,Team Vitality,VCT 2025 EMEA Stage 2_csvs
530927,Bind,2,13 - 11,Natus Vincere,57:26,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
530930,Lotus,1,13 - 10,GIANTX,53:22,FNATIC,VCT 2025 EMEA Stage 2_csvs
530930,Sunset,2,13 - 10,GIANTX,49:43,GIANTX,VCT 2025 EMEA Stage 2_csvs
530931,Icebox,1,3 - 13,Natus Vincere,41:04,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
530931,Haven,2,7 - 13,Natus Vincere,44:25,Team Heretics,VCT 2025 EMEA Stage 2_csvs
530932,Ascent,1,10 - 13,Team Liquid,51:22,BBL Esports,VCT 2025 EMEA Stage 2_csvs
530932,Sunset,2,13 - 10,BBL Esports,54:47,Team Liquid,VCT 2025 EMEA Stage 2_csvs
530932,Bind,3,12 - 14,Team Liquid,56:20,Decider,VCT 2025 EMEA Stage 2_csvs
530933,Icebox,1,6 - 13,Natus Vincere,43:11,Natus Vincere,VCT 2025 EMEA Stage 2_csvs
530933,Sunset,2,13 - 6,GIANTX,41:06,GIANTX,VCT 2025 EMEA Stage 2_csvs
530933,Haven,3,13 - 4,GIANTX,37:42,Decider,VCT 2025 EMEA Stage 2_csvs
530934,Ascent,1,2 - 13,GIANTX,31:37,BBL Esports,VCT 2025 EMEA Stage 2_csvs
530934,Sunset,2,8 - 13,GIANTX,45:02,GIANTX,VCT 2025 EMEA Stage 2_csvs
530934,Bind,3,6 - 13,GIANTX,40:32,BBL Esports,VCT 2025 EMEA Stage 2_csvs
538583,Corrode,1,7 - 13,Team EMEA,40:26,Decider,VCT 2025 EMEA Stage 2_csvs
530935,Bind,1,13 - 10,Team Liquid,51:30,Team Liquid,VCT 2025 EMEA Stage 2_csvs
530935,Lotus,2,13 - 9,Team Liquid,42:05,GIANTX,VCT 2025 EMEA Stage 2_csvs
530935,Sunset,3,13 - 10,Team Liquid,50:30,Team Liquid,VCT 2025 EMEA Stage 2_csvs
430514,Pearl,1,11 - 13,T1,1:19:42,BOOM Esports,VCT 2025 Pacific Kickoff_csvs
430514,Bind,2,13 - 8,BOOM Esports,45:08,T1,VCT 2025 Pacific Kickoff_csvs
430514,Fracture,3,7 - 13,T1,39:44,Decider,VCT 2025 Pacific Kickoff_csvs
430515,Split,1,9 - 13,Nongshim RedForce,53:44,Nongshim RedForce,VCT 2025 Pacific Kickoff_csvs
430515,Haven,2,9 - 13,Nongshim RedForce,43:54,ZETA DIVISION,VCT 2025 Pacific Kickoff_csvs
430516,Abyss,1,3 - 13,Team Secret,51:17,Team Secret,VCT 2025 Pacific Kickoff_csvs
430516,Split,2,13 - 7,Global Esports,45:52,Global Esports,VCT 2025 Pacific Kickoff_csvs
430516,Pearl,3,13 - 6,Global Esports,48:22,Decider,VCT 2025 Pacific Kickoff_csvs
430517,Abyss,1,14 - 12,DetonatioN FocusMe,1:15:45,Rex Regum Qeon,VCT 2025 Pacific Kickoff_csvs
430517,Pearl,2,3 - 13,Rex Regum Qeon,35:42,DetonatioN FocusMe,VCT 2025 Pacific Kickoff_csvs
430517,Haven,3,3 - 13,Rex Regum Qeon,37:48,Decider,VCT 2025 Pacific Kickoff_csvs
430521,Lotus,1,13 - 11,DRX,1:11:24,Nongshim RedForce,VCT 2025 Pacific Kickoff_csvs
430521,Pearl,2,6 - 13,Nongshim RedForce,45:26,DRX,VCT 2025 Pacific Kickoff_csvs
430521,Fracture,3,13 - 9,DRX,48:44,Decider,VCT 2025 Pacific Kickoff_csvs
430518,Bind,1,6 - 13,T1,43:53,T1,VCT 2025 Pacific Kickoff_csvs
430518,Fracture,2,13 - 8,Paper Rex,42:18,Paper Rex,VCT 2025 Pacific Kickoff_csvs
430518,Split,3,11 - 13,T1,53:11,Decider,VCT 2025 Pacific Kickoff_csvs
430519,Split,1,6 - 13,Global Esports,54:35,Global Esports,VCT 2025 Pacific Kickoff_csvs
430519,Abyss,2,13 - 9,TALON,51:05,TALON,VCT 2025 Pacific Kickoff_csvs
430519,Lotus,3,13 - 8,TALON,51:39,Decider,VCT 2025 Pacific Kickoff_csvs
430520,Fracture,1,6 - 13,Rex Regum Qeon,49:04,Rex Regum Qeon,VCT 2025 Pacific Kickoff_csvs
430520,Lotus,2,13 - 8,Gen.G,51:22,Gen.G,VCT 2025 Pacific Kickoff_csvs
430520,Haven,3,14 - 12,Gen.G,1:05:05,Decider,VCT 2025 Pacific Kickoff_csvs
430526,Pearl,1,13 - 3,Nongshim RedForce,50:29,BOOM Esports,VCT 2025 Pacific Kickoff_csvs
430526,Bind,2,7 - 13,BOOM Esports,55:46,Nongshim RedForce,VCT 2025 Pacific Kickoff_csvs
430526,Lotus,3,13 - 9,Nongshim RedForce,52:11,Decider,VCT 2025 Pacific Kickoff_csvs
430529,Lotus,1,13 - 5,Paper Rex,51:07,ZETA DIVISION,VCT 2025 Pacific Kickoff_csvs
430529,Fracture,2,13 - 8,Paper Rex,45:05,Paper Rex,VCT 2025 Pacific Kickoff_csvs
430527,Lotus,1,9 - 13,Team Secret,1:09:49,Team Secret,VCT 2025 Pacific Kickoff_csvs
430527,Pearl,2,13 - 4,Rex Regum Qeon,50:02,Rex Regum Qeon,VCT 2025 Pacific Kickoff_csvs
430527,Haven,3,13 - 4,Rex Regum Qeon,41:34,Decider,VCT 2025 Pacific Kickoff_csvs
430528,Abyss,1,8 - 13,DetonatioN FocusMe,50:07,DetonatioN FocusMe,VCT 2025 Pacific Kickoff_csvs
430528,Split,2,12 - 14,DetonatioN FocusMe,1:04:41,Global Esports,VCT 2025 Pacific Kickoff_csvs
430522,Fracture,1,13 - 5,T1,52:42,TALON,VCT 2025 Pacific Kickoff_csvs
430522,Bind,2,4 - 13,TALON,34:07,T1,VCT 2025 Pacific Kickoff_csvs
430522,Haven,3,13 - 9,T1,49:31,Decider,VCT 2025 Pacific Kickoff_csvs
430523,Abyss,1,9 - 13,DRX,59:49,DRX,VCT 2025 Pacific Kickoff_csvs
430523,Bind,2,13 - 15,DRX,1:03:54,Gen.G,VCT 2025 Pacific Kickoff_csvs
430530,Fracture,1,12 - 14,Rex Regum Qeon,1:13:25,Rex Regum Qeon,VCT 2025 Pacific Kickoff_csvs
430530,Lotus,2,22 - 20,Nongshim RedForce,1:32:19,Nongshim RedForce,VCT 2025 Pacific Kickoff_csvs
430530,Pearl,3,13 - 8,Nongshim RedForce,52:15,Decider,VCT 2025 Pacific Kickoff_csvs
430531,Abyss,1,13 - 10,DetonatioN FocusMe,58:57,DetonatioN FocusMe,VCT 2025 Pacific Kickoff_csvs
430531,Pearl,2,13 - 1,DetonatioN FocusMe,34:24,Paper Rex,VCT 2025 Pacific Kickoff_csvs
430532,Lotus,1,9 - 13,Nongshim RedForce,1:02:09,Nongshim RedForce,VCT 2025 Pacific Kickoff_csvs
430532,Bind,2,13 - 10,TALON,52:01,TALON,VCT 2025 Pacific Kickoff_csvs
430532,Split,3,13 - 5,TALON,42:15,Decider,VCT 2025 Pacific Kickoff_csvs
430533,Abyss,1,13 - 6,Gen.G,52:41,DetonatioN FocusMe,VCT 2025 Pacific Kickoff_csvs
430533,Lotus,2,13 - 6,Gen.G,41:55,Gen.G,VCT 2025 Pacific Kickoff_csvs
430524,Lotus,1,13 - 11,T1,1:06:28,DRX,VCT 2025 Pacific Kickoff_csvs
430524,Haven,2,13 - 15,DRX,59:21,T1,VCT 2025 Pacific Kickoff_csvs
430524,Fracture,3,10 - 13,DRX,50:27,Decider,VCT 2025 Pacific Kickoff_csvs
430534,Bind,1,7 - 13,Gen.G,52:32,TALON,VCT 2025 Pacific Kickoff_csvs
430534,Lotus,2,2 - 13,Gen.G,34:08,Gen.G,VCT 2025 Pacific Kickoff_csvs
430535,Pearl,1,13 - 8,T1,1:07:45,T1,VCT 2025 Pacific Kickoff_csvs
430535,Lotus,2,13 - 8,T1,41:54,Gen.G,VCT 2025 Pacific Kickoff_csvs
430535,Haven,3,5 - 13,Gen.G,43:00,T1,VCT 2025 Pacific Kickoff_csvs
430535,Split,4,15 - 17,Gen.G,1:14:51,Gen.G,VCT 2025 Pacific Kickoff_csvs
430535,Bind,5,13 - 10,T1,55:35,Decider,VCT 2025 Pacific Kickoff_csvs
430525,Abyss,1,13 - 3,DRX,1:00:22,DRX,VCT 2025 Pacific Kickoff_csvs
430525,Lotus,2,6 - 13,T1,42:03,T1,VCT 2025 Pacific Kickoff_csvs
430525,Fracture,3,13 - 9,DRX,49:54,DRX,VCT 2025 Pacific Kickoff_csvs
430525,Bind,4,12 - 14,T1,1:02:47,T1,VCT 2025 Pacific Kickoff_csvs
430525,Split,5,13 - 11,DRX,56:48,Decider,VCT 2025 Pacific Kickoff_csvs
458805,Lotus,1,7 - 13,Global Esports,1:09:12,Global Esports,VCT 2025 Pacific Stage 1_csvs
458805,Pearl,2,11 - 13,Global Esports,1:01:31,DetonatioN FocusMe,VCT 2025 Pacific Stage 1_csvs
458806,Fracture,1,13 - 7,T1,54:22,ZETA DIVISION,VCT 2025 Pacific Stage 1_csvs
458806,Split,2,12 - 14,ZETA DIVISION,59:31,T1,VCT 2025 Pacific Stage 1_csvs
458806,Haven,3,13 - 5,T1,37:37,Decider,VCT 2025 Pacific Stage 1_csvs
458807,Haven,1,13 - 9,DRX,1:02:09,DRX,VCT 2025 Pacific Stage 1_csvs
458807,Icebox,2,10 - 13,Paper Rex,50:55,Paper Rex,VCT 2025 Pacific Stage 1_csvs
458807,Lotus,3,13 - 7,DRX,42:32,Decider,VCT 2025 Pacific Stage 1_csvs
458808,Pearl,1,5 - 13,Team Secret,51:36,Team Secret,VCT 2025 Pacific Stage 1_csvs
458808,Fracture,2,13 - 2,TALON,28:10,TALON,VCT 2025 Pacific Stage 1_csvs
458808,Haven,3,13 - 9,TALON,46:41,Decider,VCT 2025 Pacific Stage 1_csvs
458809,Ascent,1,8 - 13,BOOM Esports,1:09:34,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
458809,Haven,2,15 - 17,BOOM Esports,1:12:35,Gen.G,VCT 2025 Pacific Stage 1_csvs
458810,Ascent,1,5 - 13,Rex Regum Qeon,46:55,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
458810,Split,2,13 - 8,Nongshim RedForce,50:24,Nongshim RedForce,VCT 2025 Pacific Stage 1_csvs
458810,Pearl,3,13 - 10,Nongshim RedForce,1:04:29,Decider,VCT 2025 Pacific Stage 1_csvs
458811,Lotus,1,11 - 13,ZETA DIVISION,1:11:35,ZETA DIVISION,VCT 2025 Pacific Stage 1_csvs
458811,Icebox,2,10 - 13,ZETA DIVISION,54:47,Team Secret,VCT 2025 Pacific Stage 1_csvs
458812,Icebox,1,13 - 10,T1,56:02,T1,VCT 2025 Pacific Stage 1_csvs
458812,Split,2,13 - 11,T1,1:00:30,Nongshim RedForce,VCT 2025 Pacific Stage 1_csvs
458813,Lotus,1,13 - 10,Gen.G,1:08:23,Gen.G,VCT 2025 Pacific Stage 1_csvs
458813,Fracture,2,6 - 13,Paper Rex,36:21,Paper Rex,VCT 2025 Pacific Stage 1_csvs
458813,Haven,3,13 - 4,Gen.G,35:45,Decider,VCT 2025 Pacific Stage 1_csvs
458814,Lotus,1,13 - 3,DRX,40:40,DRX,VCT 2025 Pacific Stage 1_csvs
458814,Ascent,2,13 - 8,DRX,47:46,DetonatioN FocusMe,VCT 2025 Pacific Stage 1_csvs
458815,Lotus,1,8 - 13,Rex Regum Qeon,1:04:58,TALON,VCT 2025 Pacific Stage 1_csvs
458815,Ascent,2,5 - 13,Rex Regum Qeon,42:33,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
458816,Lotus,1,13 - 1,BOOM Esports,37:27,Global Esports,VCT 2025 Pacific Stage 1_csvs
458816,Haven,2,13 - 11,BOOM Esports,49:21,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
458817,Lotus,1,13 - 2,Gen.G,49:13,Gen.G,VCT 2025 Pacific Stage 1_csvs
458817,Fracture,2,13 - 4,Gen.G,37:50,DetonatioN FocusMe,VCT 2025 Pacific Stage 1_csvs
458818,Split,1,13 - 6,Rex Regum Qeon,50:17,ZETA DIVISION,VCT 2025 Pacific Stage 1_csvs
458818,Haven,2,13 - 9,Rex Regum Qeon,46:50,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
458819,Ascent,1,13 - 8,Paper Rex,44:08,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
458819,Fracture,2,9 - 13,BOOM Esports,44:15,Decider,VCT 2025 Pacific Stage 1_csvs
458819,Pearl,3,10 - 13,BOOM Esports,1:06:49,Paper Rex,VCT 2025 Pacific Stage 1_csvs
458820,Haven,1,5 - 13,Nongshim RedForce,46:26,TALON,VCT 2025 Pacific Stage 1_csvs
458820,Lotus,2,13 - 8,TALON,47:46,Nongshim RedForce,VCT 2025 Pacific Stage 1_csvs
458820,Fracture,3,13 - 6,TALON,40:50,Decider,VCT 2025 Pacific Stage 1_csvs
458821,Ascent,1,13 - 3,DRX,54:03,DRX,VCT 2025 Pacific Stage 1_csvs
458821,Split,2,13 - 10,DRX,51:31,Decider,VCT 2025 Pacific Stage 1_csvs
458822,Haven,1,13 - 6,T1,48:56,T1,VCT 2025 Pacific Stage 1_csvs
458822,Icebox,2,9 - 13,Team Secret,44:48,Team Secret,VCT 2025 Pacific Stage 1_csvs
458822,Lotus,3,13 - 8,T1,46:09,Decider,VCT 2025 Pacific Stage 1_csvs
458823,Pearl,1,13 - 10,Nongshim RedForce,1:13:39,Nongshim RedForce,VCT 2025 Pacific Stage 1_csvs
458823,Split,2,13 - 3,Nongshim RedForce,40:07,Team Secret,VCT 2025 Pacific Stage 1_csvs
458824,Icebox,1,8 - 13,BOOM Esports,55:48,DRX,VCT 2025 Pacific Stage 1_csvs
458824,Haven,2,14 - 12,DRX,52:51,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
458824,Ascent,3,8 - 13,BOOM Esports,51:23,Decider,VCT 2025 Pacific Stage 1_csvs
458825,Pearl,1,13 - 10,T1,1:08:01,T1,VCT 2025 Pacific Stage 1_csvs
458825,Icebox,2,10 - 13,Rex Regum Qeon,51:05,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
458825,Lotus,3,5 - 13,Rex Regum Qeon,42:06,Decider,VCT 2025 Pacific Stage 1_csvs
458826,Haven,1,13 - 5,Gen.G,49:24,Gen.G,VCT 2025 Pacific Stage 1_csvs
458826,Pearl,2,13 - 7,Gen.G,45:44,Global Esports,VCT 2025 Pacific Stage 1_csvs
458827,Lotus,1,4 - 13,ZETA DIVISION,49:08,TALON,VCT 2025 Pacific Stage 1_csvs
458827,Split,2,10 - 13,ZETA DIVISION,53:40,ZETA DIVISION,VCT 2025 Pacific Stage 1_csvs
458828,Ascent,1,13 - 11,DetonatioN FocusMe,52:58,DetonatioN FocusMe,VCT 2025 Pacific Stage 1_csvs
458828,Lotus,2,7 - 13,Paper Rex,41:22,Paper Rex,VCT 2025 Pacific Stage 1_csvs
458828,Pearl,3,13 - 15,Paper Rex,1:01:16,Decider,VCT 2025 Pacific Stage 1_csvs
458830,Split,1,13 - 5,Paper Rex,58:09,Global Esports,VCT 2025 Pacific Stage 1_csvs
458830,Lotus,2,13 - 9,Paper Rex,54:27,Paper Rex,VCT 2025 Pacific Stage 1_csvs
458831,Icebox,1,6 - 13,TALON,48:30,TALON,VCT 2025 Pacific Stage 1_csvs
458831,Haven,2,7 - 13,TALON,48:22,T1,VCT 2025 Pacific Stage 1_csvs
458832,Lotus,1,8 - 13,Gen.G,1:20:40,Gen.G,VCT 2025 Pacific Stage 1_csvs
458832,Split,2,13 - 10,DRX,52:46,DRX,VCT 2025 Pacific Stage 1_csvs
458832,Ascent,3,13 - 9,DRX,44:43,Decider,VCT 2025 Pacific Stage 1_csvs
458833,Lotus,1,13 - 6,Nongshim RedForce,48:58,ZETA DIVISION,VCT 2025 Pacific Stage 1_csvs
458833,Pearl,2,11 - 13,ZETA DIVISION,59:37,Nongshim RedForce,VCT 2025 Pacific Stage 1_csvs
458833,Split,3,13 - 7,Nongshim RedForce,45:37,Decider,VCT 2025 Pacific Stage 1_csvs
458834,Fracture,1,8 - 13,BOOM Esports,59:57,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
458834,Ascent,2,6 - 13,BOOM Esports,42:07,DetonatioN FocusMe,VCT 2025 Pacific Stage 1_csvs
458835,Haven,1,15 - 13,Rex Regum Qeon,1:05:58,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
458835,Ascent,2,5 - 13,Team Secret,42:14,Team Secret,VCT 2025 Pacific Stage 1_csvs
458835,Lotus,3,9 - 13,Team Secret,50:23,Decider,VCT 2025 Pacific Stage 1_csvs
473833,Haven,1,13 - 6,TALON,1:09:17,Gen.G,VCT 2025 Pacific Stage 1_csvs
473833,Icebox,2,6 - 13,Gen.G,41:38,TALON,VCT 2025 Pacific Stage 1_csvs
473833,Pearl,3,3 - 13,Gen.G,36:32,Decider,VCT 2025 Pacific Stage 1_csvs
473834,Lotus,1,15 - 13,DRX,1:07:27,T1,VCT 2025 Pacific Stage 1_csvs
473834,Fracture,2,14 - 12,DRX,1:00:29,DRX,VCT 2025 Pacific Stage 1_csvs
473837,Split,1,8 - 13,Gen.G,1:07:36,Gen.G,VCT 2025 Pacific Stage 1_csvs
473837,Ascent,2,6 - 13,Gen.G,38:38,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
473838,Fracture,1,11 - 13,DRX,1:00:04,DRX,VCT 2025 Pacific Stage 1_csvs
473838,Icebox,2,13 - 4,Rex Regum Qeon,40:42,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
473838,Lotus,3,14 - 12,Rex Regum Qeon,1:00:19,Decider,VCT 2025 Pacific Stage 1_csvs
473835,Haven,1,13 - 9,TALON,1:09:46,TALON,VCT 2025 Pacific Stage 1_csvs
473835,Pearl,2,7 - 13,Nongshim RedForce,48:02,Nongshim RedForce,VCT 2025 Pacific Stage 1_csvs
473835,Ascent,3,13 - 9,TALON,54:00,Decider,VCT 2025 Pacific Stage 1_csvs
473836,Fracture,1,13 - 3,T1,40:24,Paper Rex,VCT 2025 Pacific Stage 1_csvs
473836,Ascent,2,4 - 13,Paper Rex,38:55,T1,VCT 2025 Pacific Stage 1_csvs
473836,Lotus,3,2 - 13,Paper Rex,33:01,Decider,VCT 2025 Pacific Stage 1_csvs
473839,Icebox,1,13 - 4,DRX,1:00:16,TALON,VCT 2025 Pacific Stage 1_csvs
473839,Fracture,2,14 - 12,DRX,1:01:12,DRX,VCT 2025 Pacific Stage 1_csvs
473840,Lotus,1,5 - 13,Paper Rex,45:13,Paper Rex,VCT 2025 Pacific Stage 1_csvs
473840,Fracture,2,8 - 13,Paper Rex,49:32,BOOM Esports,VCT 2025 Pacific Stage 1_csvs
473841,Lotus,1,13 - 5,Gen.G,56:41,Gen.G,VCT 2025 Pacific Stage 1_csvs
473841,Icebox,2,13 - 8,Gen.G,50:27,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
473842,Lotus,1,11 - 13,Paper Rex,58:51,Paper Rex,VCT 2025 Pacific Stage 1_csvs
473842,Icebox,2,8 - 13,Paper Rex,45:27,DRX,VCT 2025 Pacific Stage 1_csvs
473843,Fracture,1,2 - 13,Paper Rex,51:08,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
473843,Split,2,14 - 12,Rex Regum Qeon,53:25,Paper Rex,VCT 2025 Pacific Stage 1_csvs
473843,Pearl,3,14 - 12,Rex Regum Qeon,58:35,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
473843,Icebox,4,3 - 13,Paper Rex,35:20,Paper Rex,VCT 2025 Pacific Stage 1_csvs
473843,Ascent,5,13 - 6,Rex Regum Qeon,43:22,Decider,VCT 2025 Pacific Stage 1_csvs
473844,Haven,1,13 - 8,Gen.G,1:13:58,Gen.G,VCT 2025 Pacific Stage 1_csvs
473844,Ascent,2,11 - 13,Rex Regum Qeon,56:44,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
473844,Lotus,3,9 - 13,Rex Regum Qeon,54:30,Gen.G,VCT 2025 Pacific Stage 1_csvs
473844,Icebox,4,11 - 13,Rex Regum Qeon,54:26,Rex Regum Qeon,VCT 2025 Pacific Stage 1_csvs
508816,Sunset,1,8 - 13,Team Secret,51:34,Nongshim RedForce,VCT 2025 Pacific Stage 2_csvs
508816,Ascent,2,13 - 10,Nongshim RedForce,54:32,Team Secret,VCT 2025 Pacific Stage 2_csvs
508816,Lotus,3,13 - 3,Nongshim RedForce,35:21,Decider,VCT 2025 Pacific Stage 2_csvs
508817,Haven,1,15 - 17,Paper Rex,1:21:18,T1,VCT 2025 Pacific Stage 2_csvs
508817,Lotus,2,12 - 14,Paper Rex,50:36,Paper Rex,VCT 2025 Pacific Stage 2_csvs
508818,Haven,1,8 - 13,Gen.G,51:12,Gen.G,VCT 2025 Pacific Stage 2_csvs
508818,Corrode,2,6 - 13,Gen.G,52:30,DRX,VCT 2025 Pacific Stage 2_csvs
508819,Corrode,1,7 - 13,Global Esports,46:06,Global Esports,VCT 2025 Pacific Stage 2_csvs
508819,Haven,2,5 - 13,Global Esports,1:13:03,Rex Regum Qeon,VCT 2025 Pacific Stage 2_csvs
508820,Haven,1,1 - 13,DetonatioN FocusMe,38:19,ZETA DIVISION,VCT 2025 Pacific Stage 2_csvs
508820,Lotus,2,13 - 1,ZETA DIVISION,32:32,DetonatioN FocusMe,VCT 2025 Pacific Stage 2_csvs
508820,Icebox,3,7 - 13,DetonatioN FocusMe,48:02,Decider,VCT 2025 Pacific Stage 2_csvs
508821,Icebox,1,13 - 5,DRX,1:02:37,DRX,VCT 2025 Pacific Stage 2_csvs
508821,Bind,2,4 - 13,Nongshim RedForce,40:26,Nongshim RedForce,VCT 2025 Pacific Stage 2_csvs
508821,Lotus,3,13 - 11,DRX,58:52,Decider,VCT 2025 Pacific Stage 2_csvs
508822,Ascent,1,9 - 13,T1,57:51,T1,VCT 2025 Pacific Stage 2_csvs
508822,Corrode,2,10 - 13,T1,52:33,BOOM Esports,VCT 2025 Pacific Stage 2_csvs
508823,Bind,1,5 - 13,Team Secret,58:16,Global Esports,VCT 2025 Pacific Stage 2_csvs
508823,Corrode,2,13 - 9,Global Esports,49:46,Team Secret,VCT 2025 Pacific Stage 2_csvs
508823,Lotus,3,11 - 13,Team Secret,1:00:20,Decider,VCT 2025 Pacific Stage 2_csvs
508824,Haven,1,13 - 7,Paper Rex,43:26,DetonatioN FocusMe,VCT 2025 Pacific Stage 2_csvs
508824,Lotus,2,13 - 7,Paper Rex,51:18,Paper Rex,VCT 2025 Pacific Stage 2_csvs
508825,Icebox,1,13 - 5,TALON,55:59,TALON,VCT 2025 Pacific Stage 2_csvs
508825,Bind,2,13 - 6,TALON,40:26,ZETA DIVISION,VCT 2025 Pacific Stage 2_csvs
508826,Ascent,1,6 - 13,Gen.G,45:39,Rex Regum Qeon,VCT 2025 Pacific Stage 2_csvs
508826,Haven,2,13 - 11,Rex Regum Qeon,55:40,Decider,VCT 2025 Pacific Stage 2_csvs
508826,Sunset,3,13 - 6,Rex Regum Qeon,52:02,Gen.G,VCT 2025 Pacific Stage 2_csvs
508828,Icebox,1,3 - 13,Global Esports,51:16,Global Esports,VCT 2025 Pacific Stage 2_csvs
508828,Haven,2,13 - 3,Gen.G,38:00,Gen.G,VCT 2025 Pacific Stage 2_csvs
508828,Corrode,3,13 - 7,Gen.G,49:30,Decider,VCT 2025 Pacific Stage 2_csvs
508829,Corrode,1,13 - 9,TALON,50:13,DetonatioN FocusMe,VCT 2025 Pacific Stage 2_csvs
508829,Icebox,2,8 - 13,DetonatioN FocusMe,49:18,Decider,VCT 2025 Pacific Stage 2_csvs
508829,Sunset,3,9 - 13,DetonatioN FocusMe,58:39,TALON,VCT 2025 Pacific Stage 2_csvs
508830,Corrode,1,13 - 8,T1,1:13:36,ZETA DIVISION,VCT 2025 Pacific Stage 2_csvs
508830,Sunset,2,13 - 6,T1,36:01,T1,VCT 2025 Pacific Stage 2_csvs
508831,Corrode,1,11 - 13,Nongshim RedForce,54:18,Nongshim RedForce,VCT 2025 Pacific Stage 2_csvs
508831,Haven,2,13 - 8,Rex Regum Qeon,44:12,Rex Regum Qeon,VCT 2025 Pacific Stage 2_csvs
508831,Icebox,3,13 - 3,Rex Regum Qeon,38:09,Decider,VCT 2025 Pacific Stage 2_csvs
508832,Corrode,1,13 - 4,DRX,38:24,Team Secret,VCT 2025 Pacific Stage 2_csvs
508832,Icebox,2,13 - 4,DRX,59:02,DRX,VCT 2025 Pacific Stage 2_csvs
508833,Bind,1,8 - 13,Paper Rex,55:27,BOOM Esports,VCT 2025 Pacific Stage 2_csvs
508833,Lotus,2,10 - 13,Paper Rex,46:58,Paper Rex,VCT 2025 Pacific Stage 2_csvs
